ID	s	d	ts	te	LLC	ELC
1394	17	25	7	9	10	0.48
1582	17	25	8	9	10	0.48
1770	17	25	9	9	10	0.48
1709	4	25	9	9	10	0.91
1659	32	25	8	9	10	1.31
1508	1	25	8	9	10	1.76
1557	11	25	8	9	10	1.34
141	30	25	0	9	9	0.38
329	30	25	1	9	9	0.38
517	30	25	2	9	9	0.38
705	30	25	3	9	9	0.38
893	30	25	4	9	9	0.38
1081	30	25	5	9	9	0.38
1269	30	25	6	9	9	0.38
1457	30	25	7	9	9	0.38
1645	30	25	8	9	9	0.38
1777	19	29	9	9	8	0.35
1673	35	29	8	9	8	0.34
1804	25	30	9	9	9	0.38
1147	4	30	6	9	11	0.9
1097	32	30	5	9	11	1.3
995	11	30	5	9	11	1.33
959	4	30	5	9	11	0.9
157	32	30	0	9	11	1.3
345	32	30	1	9	11	1.3
533	32	30	2	9	11	1.3
721	32	30	3	9	11	1.3
909	32	30	4	9	11	1.3
55	11	30	0	9	11	1.33
243	11	30	1	9	11	1.33
431	11	30	2	9	11	1.33
619	11	30	3	9	11	1.33
807	11	30	4	9	11	1.33
771	4	30	4	9	11	0.9
583	4	30	3	9	11	0.9
395	4	30	2	9	11	0.9
207	4	30	1	9	11	0.9
19	4	30	0	9	11	0.9
1335	4	30	7	9	11	0.9
1285	32	30	6	9	11	1.3
1183	11	30	6	9	11	1.33
1523	4	30	8	9	11	0.9
1473	32	30	7	9	11	1.3
