ID	s	d	ts	te	LLC	ELC
1914	10	19	7	8	8	0.63
2028	21	19	7	8	6	0.42
2012	20	19	7	8	4	0.23
2029	21	20	7	8	7	0.62
2087	36	20	7	8	7	0.39
1854	39	20	6	8	7	0.59
2262	19	20	8	8	4	0.23
2246	17	20	8	8	6	0.24
2135	1	20	8	8	7	0.4
2154	4	20	8	8	3	0.19
2182	10	21	8	8	6	0.19
2121	39	21	7	8	1	0.23
2088	36	21	7	8	3	0.23
1981	17	21	7	8	8	0.63
1870	1	21	7	8	9	0.88
1889	4	21	7	8	7	0.57
1997	19	21	7	8	7	0.38
1747	20	21	6	8	7	0.61
78	13	22	0	8	9	0.23
344	13	22	1	8	9	0.23
610	13	22	2	8	9	0.23
876	13	22	3	8	9	0.23
1142	13	22	4	8	9	0.23
1408	13	22	5	8	9	0.23
1674	13	22	6	8	9	0.23
1940	13	22	7	8	9	0.23
2206	13	22	8	8	9	0.23
152	20	23	0	8	9	0.19
418	20	23	1	8	9	0.19
684	20	23	2	8	9	0.19
950	20	23	3	8	9	0.19
1216	20	23	4	8	9	0.19
1482	20	23	5	8	9	0.19
1748	20	23	6	8	9	0.19
2014	20	23	7	8	9	0.19
2280	20	23	8	8	9	0.19
136	19	23	0	8	9	0.19
402	19	23	1	8	9	0.19
668	19	23	2	8	9	0.19
934	19	23	3	8	9	0.19
1200	19	23	4	8	9	0.19
1466	19	23	5	8	9	0.19
1498	21	23	5	8	9	0.61
55	10	23	0	8	9	0.57
321	10	23	1	8	9	0.57
587	10	23	2	8	9	0.57
853	10	23	3	8	9	0.57
1119	10	23	4	8	9	0.57
1385	10	23	5	8	9	0.57
1557	36	23	5	8	9	0.38
1324	39	23	4	8	9	0.58
1232	21	23	4	8	9	0.61
1291	36	23	4	8	9	0.38
1058	39	23	3	8	9	0.58
966	21	23	3	8	9	0.61
1025	36	23	3	8	9	0.38
260	39	23	0	8	9	0.58
526	39	23	1	8	9	0.58
792	39	23	2	8	9	0.58
168	21	23	0	8	9	0.61
434	21	23	1	8	9	0.61
700	21	23	2	8	9	0.61
759	36	23	2	8	9	0.38
493	36	23	1	8	9	0.38
227	36	23	0	8	9	0.38
1732	19	23	6	8	9	0.19
1764	21	23	6	8	9	0.61
1651	10	23	6	8	9	0.82
1823	36	23	6	8	9	0.38
1590	39	23	5	8	9	0.58
1998	19	23	7	8	9	0.19
2030	21	23	7	8	9	0.61
2089	36	23	7	8	9	0.38
1856	39	23	6	8	9	0.58
2264	19	23	8	8	9	0.19
120	17	23	0	8	9	0.22
386	17	23	1	8	9	0.22
652	17	23	2	8	9	0.22
918	17	23	3	8	9	0.22
1184	17	23	4	8	9	0.22
1450	17	23	5	8	9	0.22
1339	1	23	5	8	9	0.42
1168	15	23	4	8	9	0.67
1073	1	23	4	8	9	0.42
902	15	23	3	8	9	0.67
807	1	23	3	8	9	0.42
104	15	23	0	8	9	0.67
370	15	23	1	8	9	0.67
636	15	23	2	8	9	0.67
541	1	23	2	8	9	0.42
275	1	23	1	8	9	0.42
9	1	23	0	8	9	0.42
1716	17	23	6	8	9	0.22
1605	1	23	6	8	9	0.42
1982	17	23	7	8	9	0.22
1871	1	23	7	8	9	0.42
2248	17	23	8	8	9	0.22
2137	1	23	8	8	9	0.42
28	4	23	0	8	9	0.23
294	4	23	1	8	9	0.23
560	4	23	2	8	9	0.23
826	4	23	3	8	9	0.23
1092	4	23	4	8	9	0.23
1358	4	23	5	8	9	0.23
1624	4	23	6	8	9	0.23
